Year,SEX,AREA,Series,Value
2008,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.1
2009,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.1
2010,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.9
2011,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.2
2012,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.2
2013,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.2
2014,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.5
2015,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.6
2016,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.0
2017,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.9
2018,,Ramallah & Al-Bireh,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.4
2000,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",7.2
2001,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",11.1
2002,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",10.8
2003,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",9.3
2004,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.8
2005,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.1
2006,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.4
2007,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",9.7
2008,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",9.8
2009,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",8.0
2010,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.6
2011,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.2
2012,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.2
2013,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.4
2014,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.6
2015,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.5
2016,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",10.8
2017,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.5
2018,,Jericho & AL Aghwar,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.8
2000,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",11.7
2001,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.9
2002,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.6
2003,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.0
2004,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.7
2005,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.5
2006,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.9
2007,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",14.4
2008,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",11.7
2009,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",11.6
2010,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",12.1
2011,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.0
2012,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.6
2013,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.8
2014,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.7
2015,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.7
2016,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.3
2017,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",11.6
2018,,Jerusalem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",11.3
2000,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",9.6
2001,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",11.2
2002,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.3
2003,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",18.1
2004,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.9
2005,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.4
2006,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.7
2007,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.4
2008,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.9
2009,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.2
2010,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.2
2011,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.1
2012,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.0
2013,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.2
2014,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.4
2015,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",13.5
2016,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.2
2017,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.5
2018,,Bethlehem,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.8
2000,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",10.5
2001,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",15.8
2002,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.3
2003,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.0
2004,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.1
2005,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.9
2006,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.1
2007,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.1
2008,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.5
2009,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.3
2010,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",21.5
2011,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.9
2012,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.2
2013,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",23.8
2014,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.4
2015,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.3
2016,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.9
2017,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.6
2018,,Hebron,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.9
2000,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",16.3
2001,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.7
2002,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.9
2003,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.6
2004,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.6
2005,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",33.6
2006,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",39.0
2007,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.5
2008,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",39.7
2009,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.6
2010,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",35.6
2011,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.3
2012,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.5
2013,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.9
2014,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",41.9
2015,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",41.6
2016,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",43.6
2017,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",43.2
2018,,North Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",49.1
2000,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",17.5
2001,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.4
2002,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.1
2003,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",27.7
2004,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.7
2005,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.7
2006,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",33.2
2007,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.1
2008,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.6
2009,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.4
2010,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.0
2011,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",26.3
2012,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.2
2013,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",30.0
2014,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",39.9
2015,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.4
2016,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.7
2017,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",39.9
2018,,Gaza,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",47.9
2000,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",22.5
2001,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.1
2002,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",39.8
2003,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.4
2004,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.8
2005,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",35.0
2006,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.9
2007,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.3
2008,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",41.2
2009,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",35.2
2010,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.9
2011,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",25.9
2012,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",30.6
2013,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.4
2014,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",49.6
2015,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",47.9
2016,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",44.4
2017,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",49.2
2018,,Dier Al-Balah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",57.0
2000,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",20.4
2001,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.2
2002,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.3
2003,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.9
2004,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.2
2005,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.1
2006,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.0
2007,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.3
2008,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",47.0
2009,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",49.1
2010,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",44.5
2011,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",31.8
2012,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.7
2013,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",37.6
2014,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",46.3
2015,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",42.5
2016,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",48.3
2017,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",48.0
2018,,Khan Yunis,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",58.0
2000,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",19.3
2001,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",34.4
2002,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",40.9
2003,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.1
2004,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",35.1
2005,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",29.0
2006,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",30.1
2007,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",28.5
2008,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",35.3
2009,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.3
2010,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",36.5
2011,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.8
2012,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",32.6
2013,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",38.2
2014,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",45.3
2015,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",41.6
2016,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",43.7
2017,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",46.7
2018,,Rafah,"Unemployment rate, by sex, age and persons with disabilities by SEX, AREA and TIME PERIOD",51.6
